"id","name","quantity","rating"
456812,"Kitchen Finks",1,3
3641,"Impulse",1,3
10423,"Time Spiral",1,3
146178,"Shelldock Isle",1,3
184724,"Ravages of War",1,3
383158,"Yawgmoth's Will",1,3
430772,"Abrade",1,3
442071,"Dark Ritual",1,3
373500,"Ashiok, Nightmare Weaver",1,3
382935,"Fireblast",1,3
398572,"Hangarback Walker",1,3
414380,"Collective Brutality",1,3
389519,"Flametongue Kavu",1,3
442149,"Arbor Elf",1,3
447366,"Crucible of Worlds",1,3
370525,"Thirst for Knowledge",1,3
457389,"Blood Crypt",1,3
413783,"Maze of Ith",1,3
373624,"Sylvan Caryatid",1,3
425959,"Scavenging Ooze",1,3
425941,"Zealous Conscripts",1,3
373388,"Figure of Destiny",1,3
426052,"Simic Signet",1,3
397662,"Burst Lightning",1,3
453003,"Overgrown Tomb",1,3
394546,"Dragonlord Atarka",1,3
376439,"Ophiomancer",1,3
376265,"Basalt Monolith",1,3
442231,"Mishra's Factory",1,3
447332,"Reclamation Sage",1,3
438715,"Thundermaw Hellkite",1,3
118918,"Looter il-Kor",1,3
234428,"Grim Lavamancer",1,3
456653,"Frantic Search",1,3
457392,"Godless Shrine",1,3
426703,"Angel of Sanctions",1,3
446001,"Arcane Artisan",1,3
409741,"Archangel Avacyn // Avacyn, the Purifier",1,3
435243,"Arguel's Blood Fast // Temple of Aclazotz",1,3
457301,"Bedevil",1,2.5
457266,"Biogenic Ooze",1,2.5
461171,"Blast Zone",1,2.5
417817,"Botanical Sanctum",1,2.5
445993,"Brightling",1,2.5
442974,"Demonlord Belzenlok",1,2.5
452974,"Expansion // Explosion",1,2.5
435415,"Field of Ruin",1,2.5
461018,"Finale of Eternity",1,2.5
245250,"Garruk Relentless // Garruk, the Veil-Cursed",1,2.5
463943,"Gideon Blackblade",1,2.5
426716,"Gideon of the Trials",1,2.5
423729,"Glint-Sleeve Siphoner",1,2.5
442909,"History of Benalia",1,2.5
262875,"Huntmaster of the Fells // Ravager of the Fells",1,2.5
457327,"Hydroid Krasis",1,2.5
457275,"Incubation Druid",1,2.5
398434,"Jace, Vryn's Prodigy // Jace, Telepath Unbound",1,2.5
457330,"Kaya, Orzhov Usurper",1,2.5
398428,"Kytheon, Hero of Akros // Gideon, Battle-Forged",1,2.5
435173,"Legion's Landing // Adanto, the First Fort",1,2.5
456798,"Leovold, Emissary of Trest",1,2.5
457251,"Light Up the Stage",1,2.5
461025,"Liliana's Triumph",1,2.5
438704,"Magus of the Moon",1,2.5
159264,"Mana Flare",1,2.5
439734,"Mastermind's Acquisition",1,2.5
463947,"Nicol Bolas, Dragon-God",1,2.5
452832,"Plaguecrafter",1,2.5
457191,"Pteramander",1,2.5
205067,"Pyretic Ritual",1,2.5
439768,"Rekindling Phoenix",1,2.5
457253,"Rix Maadi Reveler",1,2.5
452865,"Runaway Steam-Kin",1,2.5
435226,"Search for Azcanta // Azcanta, the Sunken Ruin",1,2.5
3310,"Shallow Grave",1,2.5
446009,"Spellseeker",1,2.5
452955,"Thief of Sanity",1,2.5
409836,"Thing in the Ice // Awoken Horror",1,2.5
452957,"Thousand-Year Storm",1,2.5
457171,"Tithe Taker",1,2.5
452958,"Trostani Discordant",1,2.5
461107,"Vivien, Champion of the Wilds",1,2.5
447344,"Vivien Reid",1,2.5
452963,"Vraska, Golgari Queen",1,2.5
435388,"Vraska, Relic Seeker",1,2.5
435283,"Vraska's Contempt",1,2.5
457293,"Wilderness Reclamation",1,2.5
389699,"Sun Titan",1,2
442176,"Regrowth",1,2
238329,"Gideon Jura",1,2
413672,"Firebolt",1,2
439701,"Negate",1,2
447288,"Lightning Strike",1,2
370440,"Pestermite",1,2
370733,"Mutavault",1,2
442085,"Living Death",1,2
435234,"Spell Pierce",1,2
438706,"Monastery Swiftspear",1,2
425858,"Compulsive Research",1,2
456724,"Faithless Looting",1,2
426836,"Glorybringer",1,2
456800,"Maelstrom Pulse",1,2
266362,"Koth of the Hammer",1,2
443031,"Siege-Gang Commander",1,2
430834,"The Scarab God",1,2
456713,"Tasigur, the Golden Fang",1,2
457403,"Stomping Ground",1,2
425828,"Blade Splicer",1,2
201153,"Land Tax",1,2
453004,"Sacred Foundry",1,2
397825,"Wildfire",1,2
442201,"Pernicious Deed",1,2
21399,"Tangle Wire",1,2
413598,"Inkwell Leviathan",1,2
382915,"Deranged Hermit",1,2
456760,"Fauna Shaman",1,2
214368,"Sword of War and Peace",1,2
425923,"Hellrider",1,2
373575,"Hero's Downfall",1,2
453008,"Temple Garden",1,2
380375,"Banishing Light",1,2
397679,"Everflowing Chalice",1,2
380190,"Jace, Architect of Thought",1,2
442235,"Rishadan Port",1,2
159308,"Moat",1,2
398597,"Languish",1,2
247236,"Geist of Saint Traft",1,2
382971,"Gush",1,2
398453,"Pia and Kiran Nalaar",1,2
397400,"Oath of Druids",1,2
382920,"Edric, Spymaster of Trest",1,2
456591,"Daretti, Ingenious Iconoclast",1,2
456602,"Kozilek, Butcher of Truth",1,2
417577,"Angel of Invention",1,2
45450,"Plow Under",1,2
389715,"Terastodon",1,2
435334,"Carnage Tyrant",1,2
397700,"Tezzeret the Seeker",1,2
240070,"Tamiyo, the Moon Sage",1,2
438756,"Wall of Roots",1,2
452819,"Doom Whisperer",1,2
423724,"Fatal Push",1,2
383015,"Mishra's Workshop",1,2
425944,"Avacyn's Pilgrim",1,2
380236,"Acidic Slime",1,2
193598,"Student of Warfare",1,1.5
456821,"Fire // Ice",1,1.5
452902,"Assassin's Trophy",1,1.5
413749,"Sphinx of the Steel Wind",1,1.5
435379,"Hostage Taker",1,1.5
383100,"Smokestack",1,1.5
426049,"Orzhov Signet",1,1.5
438636,"Repeal",1,1.5
122324,"Mana Tithe",1,1.5
389531,"Frost Titan",1,1.5
426050,"Rakdos Signet",1,1.5
394748,"Zurgo Bellstriker",1,1.5
247547,"Journey to Nowhere",1,1.5
413576,"Wall of Omens",1,1.5
456627,"Reveillark",1,1.5
413776,"Winter Orb",1,1.5
426045,"Golgari Signet",1,1.5
383343,"Phyrexian Revoker",1,1.5
413575,"Unexpectedly Absent",1,1.5
389478,"Daretti, Scrap Savant",1,1.5
383012,"Memory Jar",1,1.5
413641,"Nekrataal",1,1.5
414332,"Selfless Spirit",1,1.5
389537,"Goblin Welder",1,1.5
382875,"Burning of Xinye",1,1.5
370432,"Tooth and Nail",1,1.5
205077,"Baneslayer Angel",1,1.5
15246,"Metalworker",1,1.5
456767,"Kodama's Reach",1,1.5
442001,"Disenchant",1,1.5
146582,"Oona's Prowler",1,1.5
426051,"Selesnya Signet",1,1.5
414494,"Spell Queller",1,1.5
214044,"Massacre Wurm",1,1.5
370424,"Academy Ruins",1,1.5
398411,"Abbot of Keral Keep",1,1.5
435264,"Kitesail Freebooter",1,1.5
426042,"Boros Signet",1,1.5
410012,"Nahiri, the Harbinger",1,1.5
423698,"Disallow",1,1.5
382927,"Eureka",1,1.5
407692,"Wandering Fumarole",1,1.5
425831,"Flickerwisp",1,1.5
397841,"Spectral Procession",1,1.5
438770,"Lightning Helix",1,1.5
397391,"Time Warp",1,1.5
417804,"Scrapheap Scrounger",1,1.5
394535,"Den Protector",1,1.5
373549,"Polukranos, World Eater",1,1.5
383328,"Nissa, Worldwaker",1,1.5
426799,"Liliana, Death's Majesty",1,1.5
376301,"Deceiver Exarch",1,1.5
209132,"Phyrexian Arena",1,1.5
456603,"Ulamog, the Infinite Gyre",1,1.5
394735,"Ultimate Price",1,1.5
370568,"Manamorphose",1,1.5
35057,"Mirari's Wake",1,1.5
442902,"Dauntless Bodyguard",1,1.5
456845,"Raging Ravine",1,1.5
439756,"Dire Fleet Daredevil",1,1.5
438674,"Sheoldred, Whispering One",1,1.5
426047,"Gruul Signet",1,1.5
442170,"Master of the Wild Hunt",1,1.5
442914,"Lyra Dawnbringer",1,1.5
417657,"Gonti, Lord of Luxury",1,1.5
452933,"Knight of Autumn",1,1.5
426012,"Sphinx's Revelation",1,1.5
425865,"Gifts Ungiven",1,1.5
456748,"Through the Breach",1,1.5
413751,"Trygon Predator",1,1.5
426838,"Hazoret the Fervent",1,1.5
413748,"Shardless Agent",1,1.5
423695,"Baral, Chief of Compliance",1,1.5
456715,"Unburial Rites",1,1
442135,"Pyroclasm",1,1
383040,"Palinchron",1,1
402031,"Shambling Vent",1,1
368536,"Flame Slash",1,1
382870,"Brain Freeze",1,1
401943,"Lumbering Falls",1,1
442117,"Eidolon of the Great Revel",1,1
382974,"High Tide",1,1
425912,"Vampire Nighthawk",1,1
380197,"Riftwing Cloudskate",1,1
370375,"Tidehollow Sculler",1,1
383155,"Yavimaya Elder",1,1
87942,"Char",1,1
430818,"Ramunap Excavator",1,1
426019,"Terminate",1,1
247337,"Lightning Greaves",1,1
383140,"Turnabout",1,1
391927,"Soulfire Grand Master",1,1
456612,"Faith's Fetters",1,1
376253,"Avenger of Zendikar",1,1
397736,"Lodestone Golem",1,1
383041,"Parallax Wave",1,1
407620,"Goblin Dark-Dwellers",1,1
292942,"Elves of Deep Shadow",1,1
190566,"Hypnotic Specter",1,1
442197,"Mystic Snake",1,1
373352,"Beast Within",1,1
442125,"Imperial Recruiter",1,1
407685,"Needle Spires",1,1
413642,"Night's Whisper",1,1
435152,"Adanto Vanguard",1,1
425916,"Bonfire of the Damned",1,1
391958,"Whisperwood Elemental",1,1
438769,"Knight of the Reliquary",1,1
383125,"Tendrils of Agony",1,1
410006,"Anguished Unmaking",1,1
253669,"Garruk, Primal Hunter",1,1
425913,"Ancient Grudge",1,1
389469,"Condemn",1,1
397479,"Wall of Blossoms",1,1
417697,"Pia Nalaar",1,1
438751,"Search for Tomorrow",1,1
373502,"Xenagos, the Reveler",1,1
383014,"Mind's Desire",1,1
417772,"Bomat Courier",1,1
382894,"Coercive Portal",1,1
456758,"Devoted Druid",1,1
417822,"Spirebluff Canal",1,1
373717,"Spear of Heliod",1,1
425851,"Terminus",1,1
209044,"Mindslaver",1,1
425926,"Mizzium Mortars",1,1
442128,"Jackal Pup",1,1
218018,"Shrine of Burning Rage",1,1
209400,"Darkslick Shores",1,1
456788,"Wickerbough Elder",1,1
407681,"Hissing Quagmire",1,1
370562,"Lotus Bloom",1,1
389673,"Silverblade Paladin",1,1
209123,"Bone Shredder",1,1
456607,"Containment Priest",1,1
382877,"Cabal Ritual",1,1
456684,"Buried Alive",1,1
383000,"Lion's Eye Diamond",1,1
209401,"Blackcleave Cliffs",1,1
398525,"Dark Petition",1,1
383157,"Yawgmoth's Bargain",1,0.5
456847,"Stirring Wildwood",1,0.5
447266,"Banefire",1,0.5
370480,"Empty the Warrens",1,0.5
417819,"Inspiring Vantage",1,0.5
230764,"Manic Vandal",1,0.5
413773,"Relic of Progenitus",1,0.5
425953,"Harmonize",1,0.5
389735,"Vampire Hexmage",1,0.5
442086,"Mesmeric Fiend",1,0.5
373689,"Ashen Rider",1,0.5
243487,"Seething Song",1,0.5
397800,"Iona, Shield of Emeria",1,0.5
108835,"Avalanche Riders",1,0.5
417586,"Fairgrounds Warden",1,0.5
417816,"Blooming Marsh",1,0.5
382861,"Bazaar of Baghdad",1,0.5
417818,"Concealed Courtyard",1,0.5
438586,"Emeria Angel",1,0.5
426851,"Sweltering Suns",1,0.5
383057,"Putrid Imp",1,0.5
253627,"Angel of Serenity",1,0.5
209408,"Copperline Gorge",1,0
233237,"Honor of the Pure",1,0
209407,"Razorverge Thicket",1,0
438743,"Nature's Claim",1,0
209399,"Seachrome Coast",1,0
456841,"Lavaclaw Reaches",1,0
425838,"Linvala, Keeper of Silence",1,0
139670,"Makeshift Mannequin",1,0
253574,"Rakdos's Return",1,0
438789,"Oblivion Stone",1,0
456723,"Desperate Ritual",1,0
50461,"Heartbeat of Spring",1,0
397625,"Corpse Dance",1,0
425930,"Past in Flames",1,0
425957,"Primal Command",1,0
452924,"Goblin Electromancer",1,0
370405,"Progenitus",1,0
222860,"Leonin Relic-Warder",1,0
271182,"Ink-Eyes, Servant of Oni",1,0
368950,"Wear // Tear",1,0
373713,"Nykthos, Shrine to Nyx",1,0
